#Refrac	Qext	Qsca	Qabs	Qnf
2j	5.48838998493496	5.488389984934962	-1.7763568394002505e-15	45.04331890188382
(0.1+2j)	5.909431458589817	4.156876406478997	1.7525550521108206	34.20239912190856
(0.2+2j)	5.67052793152855	3.0820173010936958	2.5885106304348544	25.437691055731328
(0.3+2j)	5.201891847466798	2.3124767335146243	2.8894151139521735	19.148836696640217
(0.4+2j)	4.701950542865353	1.7777458420360843	2.9242047008292684	14.766437502801299
(0.5+2j)	4.241155681021915	1.4040751037456967	2.8370805772762187	11.694027118615558
(0.6+2j)	3.837257750513638	1.1381455334445973	2.6991122170690405	9.500136086444519
(0.7+2j)	3.489204605915648	0.9447966383362311	2.5444079675794167	7.899889089294471
(0.8+2j)	3.19033512986881	0.8012665380257022	2.389068591843108	6.708476355783144
(0.9+2j)	2.9331393196392996	0.6927037265174091	2.2404355931218904	5.804972568870433
(1+2j)	2.7108086787854373	0.609243915752124	2.101564763033313	5.108797590851208
(1.1+2j)	2.5176104421322223	0.5441951459329457	1.9734152961992766	4.565098997922258
(1.2+2j)	2.3488560146230366	0.49291801222039383	1.8559380024026428	4.135720932318649
(1.3+2j)	2.2007508375279192	0.452127873880061	1.7486229636478583	3.7935635669017054
(1.4+2j)	2.0702290589215786	0.4194527835896266	1.650776275331952	3.5189994985584123
(1.5+2j)	1.954806651068572	0.39314807694894005	1.5616585741196318	3.2975528281495805
(1.6+2j)	1.8524606738932285	0.3719085021520723	1.4805521717411563	3.1183665003823493
(1.7+2j)	1.7615333279866725	0.35474219438990007	1.4067911335967724	2.973170924061557
(1.8+2j)	1.6806568377830318	0.3408845969878029	1.3397722407952288	2.8555773809741503
(1.9+2j)	1.6086949688964174	0.32973865736115027	1.2789563115352671	2.7605857168201062
(2+2j)	1.5446975164772705	0.32083260761285576	1.2238649088644147	2.6842358625130633
(2.1+2j)	1.487864796313911	0.3137897083629532	1.1740750879509578	2.6233574758001827
(2.2+2j)	1.4375198135545193	0.30830625775425535	1.129213555800264	2.5753875455581645
(2.3+2j)	1.393086315815467	0.3041353936835817	1.0889509221318852	2.538235745236726
(2.4+2j)	1.3540713557686639	0.3010750117967494	1.0529963439719146	2.5101837846834725
(2.5+2j)	1.320051309161118	0.29895864463714	1.021092664523978	2.4898092752005847
(2.6+2j)	1.2906605371280226	0.29764849647251757	0.9930120406555051	2.475927479363317
(2.7+2j)	1.2655820643008524	0.29703006464142406	0.9685519996594283	2.4675462564883213
(2.8+2j)	1.244539781072435	0.2970079402236769	0.9475318408487581	2.4638308480937634
(2.9+2j)	1.2272917808400392	0.2975024931094603	0.9297892877305789	2.4640760754667443
(3+2j)	1.2136245199189875	0.29844722515649996	0.9151772947624874	2.4676841741136792
(3.1+2j)	1.2033475459766787	0.29978663066218025	0.9035609153144984	2.474146953714604
(3.2+2j)	1.1962885857807517	0.3014744429110691	0.8948141428696825	2.4830313050068256
(3.3+2j)	1.1922888193872596	0.30347217389033526	0.8888166454969244	2.493967315944306
(3.4+2j)	1.1911981996980716	0.30574787471417153	0.8854503249839001	2.5066384353754185
(3.5+2j)	1.192870707436127	0.3082750592106972	0.8845956482254299	2.5207732520024337
(3.6+2j)	1.1971594658031086	0.3110317442169212	0.8861277215861874	2.536138552648016
(3.7+2j)	1.203911680145901	0.313999568712456	0.8899121114334452	2.55253339621834
(3.8+2j)	1.2129634194281238	0.3171629610639097	0.8958004583642141	2.5697839950139363
(3.9+2j)	1.2241343211436537	0.3205083302581625	0.9036259908854912	2.587739238223961
