#Refrac	Qext	Qsca	Qabs	Qnf
0j	nan	nan	nan	nan
(0.1+0j)	0.048441360477334695	0.048441360477334675	2.0816681711721685e-17	0.42604353436713455
(0.2+0j)	0.044625176285862295	0.04462517628586228	1.3877787807814457e-17	0.39201293053787634
(0.3+0j)	0.03876744623143304	0.03876744623143302	2.0816681711721685e-17	0.3399170031389101
(0.4+0j)	0.03153728782538621	0.03153728782538618	2.7755575615628914e-17	0.27585383016519505
(0.5+0j)	0.02372309045856095	0.023723090458560938	1.0408340855860843e-17	0.20692290270449512
(0.6+0j)	0.016126065911693552	0.01612606591169354	1.3877787807814457e-17	0.14023312940050753
(0.7+0j)	0.009467747387010573	0.009467747387010565	8.673617379884035e-18	0.08207598936035371
(0.8+0j)	0.004324870539956479	0.004324870539956473	5.204170427930421e-18	0.03737660410916129
(0.9+0j)	0.001096407393811996	0.0010964073938119932	2.8189256484623115e-18	0.009447135378356179
(1+0j)	1.4733908167526995e-24	5.377442888646344e-45	1.4733908167526995e-24	7.741487460135321e-38
(1.1+0j)	0.0010903702337632913	0.0010903702337632954	-4.119968255444917e-18	0.009343613360333167
(1.2+0j)	0.004290727662027606	0.004290727662027639	-3.2959746043559335e-17	0.03667740192791374
(1.3+0j)	0.009429016828574483	0.00942901682857449	-6.938893903907228e-18	0.08041566085460822
(1.4+0j)	0.016272934672900478	0.016272934672900495	-1.734723475976807e-17	0.1384908846691012
(1.5+0j)	0.024560034936265466	0.024560034936265487	-2.0816681711721685e-17	0.20860856202830913
(1.6+0j)	0.03402129938471068	0.03402129938471071	-3.469446951953614e-17	0.28844271438973834
(1.7+0j)	0.04439803243585717	0.044398032435857264	-9.71445146547012e-17	0.3757732205886564
(1.8+0j)	0.05545281503063348	0.05545281503063351	-3.469446951953614e-17	0.46857259500687487
(1.9+0j)	0.06697565344266192	0.06697565344266196	-4.163336342344337e-17	0.565052600568756
(2+0j)	0.07878653392914058	0.07878653392914069	-1.1102230246251565e-16	0.6636812474896843
(2.1+0j)	0.09073548365964605	0.09073548365964611	-5.551115123125783e-17	0.7631795081656045
(2.2+0j)	0.10270104505632295	0.10270104505632306	-1.1102230246251565e-16	0.8625052891779263
(2.3+0j)	0.11458786018884552	0.11458786018884559	-6.938893903907228e-17	0.9608303501729433
(2.4+0j)	0.12632387011649984	0.12632387011649998	-1.3877787807814457e-16	1.0575142122700223
(2.5+0j)	0.13785747666070733	0.13785747666070744	-1.1102230246251565e-16	1.152077761033486
(2.6+0j)	0.14915489446622196	0.14915489446622218	-2.220446049250313e-16	1.2441782324023265
(2.7+0j)	0.16019783659760375	0.16019783659760375	0.0	1.3335865389898984
(2.8+0j)	0.17098162218758306	0.1709816221875832	-1.3877787807814457e-16	1.4201673962106374
(2.9+0j)	0.18151376458342267	0.1815137645834228	-1.3877787807814457e-16	1.5038623892897771
(3+0j)	0.19181308897014007	0.19181308897014024	-1.6653345369377348e-16	1.5846759370105514
(3.1+0j)	0.2019094374201358	0.20190943742013587	-5.551115123125783e-17	1.6626640198165725
(3.2+0j)	0.2118440470367206	0.21184404703672077	-1.6653345369377348e-16	1.7379255230354784
(3.3+0j)	0.2216707368992499	0.22167073689925018	-2.7755575615628914e-16	1.8105960853073788
(3.4+0j)	0.23145812011837016	0.23145812011837033	-1.6653345369377348e-16	1.8808444329523253
(3.5+0j)	0.24129318397901314	0.2412931839790135	-3.608224830031759e-16	1.9488713298392764
(3.6+0j)	0.25128678155297046	0.25128678155297063	-1.6653345369377348e-16	2.0149115016819796
(3.7+0j)	0.2615819013883761	0.2615819013883763	-1.6653345369377348e-16	2.079239249987418
(3.8+0j)	0.2723661163146451	0.2723661163146453	-2.220446049250313e-16	2.1421790421182108
(3.9+0j)	0.2838905211899747	0.2838905211899749	-1.6653345369377348e-16	2.2041233153779842
