#Refrac	Qext	Qsca	Qabs	Qnf
1j	0.45957133017794527	0.45957133017794494	3.3306690738754696e-16	4.63741913608714
(0.1+1j)	1.0488056754841897	0.4230756222532397	0.62573005323095	4.227763678031
(0.2+1j)	1.4731774395525223	0.3778356074927223	1.0953418320598	3.6497718321170236
(0.3+1j)	1.7394739673472828	0.33074901908276017	1.4087249482645225	3.0894293649458255
(0.4+1j)	1.884328820358671	0.2865048264308514	1.5978239939278196	2.6087802745955786
(0.5+1j)	1.9427015819594422	0.2475807478967718	1.6951208340626704	2.2138944354397387
(0.6+1j)	1.9423428008305703	0.21487026582276042	1.72747253500781	1.8968180869709559
(0.7+1j)	1.9039669127385541	0.1883327120953163	1.715634200643238	1.6470486182338437
(0.8+1j)	1.8423875093277824	0.1674651144722524	1.67492239485553	1.4542989253430532
(0.9+1j)	1.7678539981396335	0.15158742322345609	1.6162665749161773	1.309283029183279
(1+1j)	1.687279343535109	0.1399938904344684	1.5472854531006406	1.2039341008450275
(1.1+1j)	1.6052263163387095	0.13202373693958097	1.4732025793991286	1.1313908336149876
(1.2+1j)	1.5246399164510493	0.12708816193833383	1.3975517545127154	1.0858826433817417
(1.3+1j)	1.447367046652737	0.12467576213949026	1.3226912845132468	1.0625813198228191
(1.4+1j)	1.3745159418343735	0.12434833471631596	1.2501676071180576	1.0574535142025019
(1.5+1j)	1.3067015436990335	0.1257331206561705	1.180968423042863	1.0671289454635187
(1.6+1j)	1.2442121452114323	0.12851434018944163	1.1156978050219908	1.0887886745934139
(1.7+1j)	1.187122534954134	0.13242523355108063	1.0546973014030532	1.1200727994336799
(1.8+1j)	1.1353710249193982	0.13724102768027305	0.9981299972391252	1.159004986398945
(1.9+1j)	1.0888121187633943	0.1427728922235741	0.9460392265398203	1.2039308403200912
(2+1j)	1.0472527083750978	0.14886280545947853	0.8983899029156193	1.253467357587174
(2.1+1j)	1.0104770846424838	0.15537920816124273	0.855097876481241	1.3064611715640098
(2.2+1j)	0.9782643179034956	0.1622133238386259	0.8160509940648697	1.3619537798687305
(2.3+1j)	0.9504004175282855	0.16927603989569404	0.7811243776325915	1.4191523603916092
(2.4+1j)	0.9266869205381854	0.17649526371533478	0.7501916568228506	1.4774051159018995
(2.5+1j)	0.9069470536169825	0.1838136856044675	0.7231333680125149	1.536180340542261
(2.6+1j)	0.8910302738561502	0.19118689541509223	0.6998433784410579	1.5950485892372115
(2.7+1j)	0.8788157636800896	0.19858181147385687	0.6802339522062327	1.6536674682121897
(2.8+1j)	0.8702152967701011	0.20597538970566465	0.6642399070644365	1.7117686647944486
(2.9+1j)	0.8651757790570348	0.21335358810521068	0.6518221909518241	1.7691469080630342
(3+1j)	0.863681684239569	0.22071056746395065	0.6429711167756184	1.8256506066339522
(3.1+1j)	0.8657575333716425	0.22804811377435177	0.6377094195972908	1.881173951481374
(3.2+1j)	0.8714705012474041	0.23537527103993872	0.6360952302074654	1.9356503039039412
(3.3+1j)	0.8809331567882998	0.24270817504641545	0.6382249817418844	1.9890467137470282
(3.4+1j)	0.8943062464589182	0.2500700783211676	0.6442361681377506	2.0413594317418338
(3.5+1j)	0.9118012907750236	0.2574915527839679	0.6543097379910556	2.092610292126055
(3.6+1j)	0.9336825596537751	0.265010847408896	0.6686717122448791	2.1428438461576813
(3.7+1j)	0.960267689422942	0.27267436033424053	0.6875933290887015	2.192125120861349
(3.8+1j)	0.9919257592280438	0.2805371533919093	0.7113886058361345	2.2405378556626214
(3.9+1j)	1.0290710046627718	0.2886633849837634	0.7404076196790084	2.2881830255186832
