#Refrac	Qext	Qsca	Qabs	Qnf
(4+0j)	0.29649906323453495	0.2964990632345351	-1.6653345369377348e-16	2.2655613811048894
(4+0.1j)	0.40670089962616857	0.29550815891345455	0.11119274071271401	2.2602201163327136
(4+0.2j)	0.5127886606443982	0.29467961828382994	0.21810904236056827	2.257693822096262
(4+0.3j)	0.61260992896391	0.29404112406176647	0.3185688049021435	2.257983750432193
(4+0.4j)	0.7045856723687122	0.29362418907029214	0.41096148329842	2.2610763055969496
(4+0.5j)	0.7877557491776135	0.29345991787597553	0.49429583130163796	2.2669395480121777
(4+0.6j)	0.8617371320517211	0.29357538527760596	0.5681617467741151	2.2755204689301944
(4+0.7j)	0.9266233105192995	0.29399111429195235	0.6326321962273471	2.286743517098512
(4+0.8j)	0.9828573644177506	0.2947197682038153	0.6881375962139353	2.300510484418861
(4+0.9j)	1.0311056769514961	0.29576589834421285	0.7353397786072833	2.316701579772639
(4+1j)	1.0721494577596395	0.2971264552656491	0.7750230024939904	2.3351773833336376
(4+1.1j)	1.1068016364804878	0.2987917545579726	0.8080098819225152	2.355781356022162
(4+1.2j)	1.1358496268509117	0.30074664154245795	0.8351029853084537	2.378342631213299
(4+1.3j)	1.1600204327896066	0.3029716765429007	0.857048756246706	2.402678892671926
(4+1.4j)	1.1799629958491944	0.3054442354533312	0.8745187603958632	2.4285992146529725
(4+1.5j)	1.1962426765563798	0.308139476091012	0.8881032004653678	2.455906794346534
(4+1.6j)	1.2093435363921938	0.31103115733510045	0.8983123790570934	2.4844015415802176
(4+1.7j)	1.2196751094408995	0.31409231857267766	0.9055827908682219	2.5138825095114057
(4+1.8j)	1.2275813279199073	0.3172958362664579	0.9102854916534493	2.54415015804851
(4+1.9j)	1.2333500676835776	0.3206148768501979	0.9127351908333796	2.575008443544053
(4+2j)	1.2372223811442937	0.32402326387483504	0.9131991172694587	2.6062667273295874
(4+2.1j)	1.2394009064392693	0.327495774483093	0.9119051319561762	2.637741494128923
(4+2.2j)	1.2400572204011313	0.33100837711835673	0.9090488432827746	2.6692578705344974
(4+2.3j)	1.23933807702471	0.33453841950883306	0.904799657515877	2.700650934115351
(4+2.4j)	1.237370574807982	0.33806477366961435	0.8993058011383677	2.7317668054480513
(4+2.5j)	1.2342663501465805	0.3415679429800834	0.8926984071664971	2.762463518261039
(4+2.6j)	1.2301249174713873	0.34503013526095777	0.8850947822104296	2.7926116666524634
(4+2.7j)	1.2250362820514467	0.34843530508792425	0.8766009769635223	2.8220948326191286
(4+2.8j)	1.2190829462305983	0.3517691682211072	0.867313778009491	2.850809801555696
(4+2.9j)	1.2123414193309128	0.3550191908938368	0.857322228437076	2.878666577620689
(4+3j)	1.2048833286030416	0.3581745566991814	0.8467087719038602	2.9055882146476564
(4+3.1j)	1.1967762152358035	0.36122611386686004	0.8355501013689435	2.931510481404883
(4+3.2j)	1.188084086560461	0.36416630578372744	0.8239177807767335	2.9563813823456946
(4+3.3j)	1.178867783717937	0.3669890876425597	0.8118786960753774	2.980160556484017
(4+3.4j)	1.1691852134274856	0.369689832085537	0.7994953813419485	3.002818577679708
(4+3.5j)	1.1590914831644472	0.3722652266313478	0.7868262565330995	3.0243361794778387
(4+3.6j)	1.1486389709920453	0.374713165538115	0.7739258054539302	3.044703426809099
(4+3.7j)	1.1378773544191263	0.37703263856435526	0.7608447158547711	3.06391885544222
(4+3.8j)	1.1268536168710406	0.37922361885703526	0.7476299980140053	3.081988598215493
(4+3.9j)	1.11561204555509	0.38128695193167156	0.7343250936234185	3.0989255148977426
