#Refrac	Qext	Qsca	Qabs	Qnf
0j	nan	nan	nan	nan
0.1j	0.051118404570740475	0.05111840457074035	1.249000902703301e-16	0.4499584380298836
0.2j	0.05534263533208251	0.05534263533208256	-4.85722573273506e-17	0.4877656924155836
0.3j	0.06297238276985323	0.06297238276985323	0.0	0.5562710054388004
0.4j	0.07500431232954986	0.07500431232954995	-8.326672684688674e-17	0.66487054281371
0.5j	0.09309291265275609	0.0930929126527561	-1.3877787807814457e-17	0.8294482410319631
0.6j	0.1199041616416478	0.11990416164164784	-4.163336342344337e-17	1.0763362213919088
0.7j	0.1597548389492732	0.1597548389492732	0.0	1.4501134760681018
0.8j	0.21979961286841204	0.21979961286841213	-8.326672684688674e-17	2.030252092140294
0.9j	0.3123366419177968	0.312336641917797	-1.6653345369377348e-16	2.9721189201044607
1j	0.45957133017794527	0.45957133017794494	3.3306690738754696e-16	4.63741913608714
1.1j	0.7044525034875928	0.704452503487593	-2.220446049250313e-16	8.322658631940707
1.2j	1.1451362096815592	1.1451362096815607	-1.5543122344752192e-15	25.20162618965928
1.3j	2.2009711967377266	2.2009711967377403	-1.3766765505351941e-14	212.9761775882937
1.4j	3.5503432996460216	3.5503432996460256	-3.9968028886505635e-15	36.03744772690173
1.5j	7.078849095140869	7.078849095140872	-2.6645352591003757e-15	60.019772115228996
1.6j	13.929699014752412	13.92969901475243	-1.7763568394002505e-14	114.62685035474512
1.7j	18.438959610382028	18.438959610382035	-7.105427357601002e-15	150.864294155046
1.8j	13.558690618222704	13.558690618222712	-8.881784197001252e-15	110.92693009574693
1.9j	8.390630841638433	8.390630841638435	-1.7763568394002505e-15	68.74325025810447
2j	5.48838998493496	5.488389984934962	-1.7763568394002505e-15	45.04331890188382
2.1j	3.89582513252114	3.8958251325211415	-1.3322676295501878e-15	32.02647187995027
2.2j	2.9574171597878984	2.957417159787901	-2.6645352591003757e-15	24.34853561411026
2.3j	2.3624964776347737	2.362496477634774	-4.440892098500626e-16	19.47595337421812
2.4j	1.9616279559261391	1.9616279559261407	-1.5543122344752192e-15	16.189432627869294
2.5j	1.6779547199987355	1.6779547199987375	-1.9984014443252818e-15	13.861502075664765
2.6j	1.4691493659967343	1.469149365996735	-6.661338147750939e-16	12.14638095336169
2.7j	1.3104516871296976	1.310451687129698	-4.440892098500626e-16	10.841672799770036
2.8j	1.1866140130958747	1.1866140130958753	-6.661338147750939e-16	9.822663196726916
2.9j	1.0878287314962578	1.087828731496258	-2.220446049250313e-16	9.00908604829086
3j	1.0075493215967417	1.0075493215967424	-6.661338147750939e-16	8.347334083188702
3.1j	0.9412651165772575	0.941265116577258	-4.440892098500626e-16	7.800451282198816
3.2j	0.8857818325781291	0.8857818325781297	-5.551115123125783e-16	7.342253701799363
3.3j	0.8387827885735758	0.8387827885735761	-3.3306690738754696e-16	6.953742378673809
3.4j	0.7985522746167335	0.7985522746167336	-1.1102230246251565e-16	6.62084083496617
3.5j	0.7637959647388706	0.7637959647388708	-2.220446049250313e-16	6.332925657023589
3.6j	0.7335212628864498	0.7335212628864501	-3.3306690738754696e-16	6.081847050694464
3.7j	0.7069557126327927	0.7069557126327931	-4.440892098500626e-16	5.861260700990232
3.8j	0.68349019470475	0.6834901947047501	-1.1102230246251565e-16	5.666162433967086
3.9j	0.6626386348053006	0.6626386348053007	-1.1102230246251565e-16	5.492558007111581
