#Refrac	Qext	Qsca	Qabs	Qnf
3j	1.0075493215967417	1.0075493215967424	-6.661338147750939e-16	8.347334083188702
(0.1+3j)	1.1528744066326462	0.9861298620060245	0.1667445446266217	8.172652518747599
(0.2+3j)	1.2806803574767667	0.9577107655889169	0.3229695918878498	7.940246854198748
(0.3+3j)	1.388708706044621	0.9238528828869085	0.46485582315771257	7.662862458792039
(0.4+3j)	1.4761741339504266	0.8862209336644047	0.5899532002860219	7.35411467979966
(0.5+3j)	1.5435604067590545	0.8464121773314107	0.6971482294276438	7.027088357711865
(0.6+3j)	1.5923029178752135	0.8058346052945876	0.7864683125806259	6.693339264709705
(0.7+3j)	1.6244436653498224	0.7656407707994155	0.8588028945504069	6.362348278171939
(0.8+3j)	1.642321237100343	0.7267097279602625	0.9156115091400806	6.0413678940565285
(0.9+3j)	1.6483285147870186	0.6896630189823402	0.9586654958046784	5.735547216205998
(1+3j)	1.6447457759669215	0.6549000692982107	0.9898457066687109	5.448216509161125
(1.1+3j)	1.6336411664437542	0.6226411613319497	1.0110000051118044	5.181234996714937
(1.2+3j)	1.6168235611403654	0.5929700381105386	1.023853523029827	4.935336981362532
(1.3+3j)	1.5958318945146686	0.5658717145815	1.0299601799331686	4.71043997148178
(1.4+3j)	1.5719472684038198	0.5412636728133502	1.0306835955904696	4.5058996387613135
(1.5+3j)	1.5462174644441598	0.5190202494319117	1.0271972150122481	4.320709751690183
(1.6+3j)	1.5194867203253748	0.4989908905331392	1.0204958297922355	4.153652349735945
(1.7+3j)	1.4924262655097933	0.481013301345602	1.0114129641641914	4.003406355688192
(1.8+3j)	1.465563042586424	0.46492256740197746	1.0006404751844464	3.868623286776158
(1.9+3j)	1.4393053446626034	0.4505572208774912	0.9887481237851121	3.747977933921238
(2+3j)	1.413964919397267	0.43776306333826004	0.9762018560590069	3.640200591207876
(2.1+3j)	1.3897755678344328	0.42639538604040367	0.9633801817940291	3.544096056097589
(2.2+3j)	1.3669085167952957	0.41632007585423114	0.9505884409410645	3.4585533887806443
(2.3+3j)	1.3454849524821553	0.4074139678882059	0.9380709845939494	3.3825493924243393
(2.4+3j)	1.3255861287194997	0.399564705744242	0.9260214229752577	3.3151479635635974
(2.5+3j)	1.3072614440449317	0.3926702940904709	0.9145911499544608	3.2554968411102743
(2.6+3j)	1.2905348413246225	0.3866384716700218	0.9038963696546007	3.2028228203010434
(2.7+3j)	1.2754098356629284	0.3813859917410285	0.8940238439218999	3.156426160708851
(2.8+3j)	1.261873428840868	0.3768378675543772	0.8850355612864907	3.115674675510602
(2.9+3j)	1.2498991252578804	0.3729266197981602	0.8769725054597202	3.07999781819545
(3+3j)	1.2394492270012318	0.36959154861507815	0.8698576783861537	3.0488809637539624
(3.1+3j)	1.2304765545846168	0.3667780430500932	0.8636985115345236	3.021859999632736
(3.2+3j)	1.2229257147606805	0.36443693429334967	0.8584887804673308	2.9985162866136292
(3.3+3j)	1.2167340169744312	0.36252389488997394	0.8542101220844572	2.978472013416339
(3.4+3j)	1.211832124706659	0.3609988835062906	0.8508332412003684	2.9613859455505884
(3.5+3j)	1.208144516346002	0.3598256333826918	0.8483188829633103	2.9469495547051396
(3.6+3j)	1.2055898215209808	0.3589711819217158	0.846618639599265	2.934883506884362
(3.7+3j)	1.20408109223741	0.3584054387124504	0.8456756535249594	2.924934483573779
(3.8+3j)	1.2035260629415498	0.35810078950570756	0.8454252734358423	2.91687230902684
(3.9+3j)	1.2038274490261476	0.3580317341019813	0.8457957149241663	2.9104873573401284
